name,year,selling_price,km_driven,fuel,transmission
Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,Diesel,Manual
Renault Duster 110PS Diesel RxZ,2012,350000,105000,Diesel,Manual
Mahindra Ingenio CRDe,2017,600000,60000,Diesel,Manual
Maruti Ertiga BSIV VXI,2017,700000,227000,Petrol,Manual
Renault Duster 110PS Diesel RxZ,2012,375000,100000,Diesel,Manual
Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,CNG,Manual
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,Diesel,Manual
Volkswagen Vento Diesel Comfortline,2011,260000,120000,Diesel,Manual
Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Manual
Tata New Safari DICOR 2.2 EX 4x2,2008,150000,120000,Diesel,Manual
Hyundai Santro Xing GLS,2014,220000,40000,Petrol,Manual
Hyundai i10 Magna 1.2 iTech SE,2014,275000,53000,Petrol,Manual
Maruti Swift LDI Optional,2017,455000,60000,Diesel,Manual
Hyundai i20 1.2 Magna Executive,2017,570000,30000,Petrol,Manual
Volkswagen Vento Diesel Highline,2013,330000,100000,Diesel,Manual
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,70000,Diesel,Manual
Maruti Ertiga ZDI,2012,450000,98000,Diesel,Manual
Hyundai EON Magna Plus,2014,250000,60000,Petrol,Manual
Hyundai i10 Sportz,2010,165000,80000,Petrol,Manual
Mahindra Ssangyong Rexton RX7,2013,800000,117000,Diesel,Automatic
Honda Jazz 1.2 V i VTEC,2018,680000,8576,Petrol,Manual
Tata Tigor 1.2 Revotron XZA,2017,525000,19723,Petrol,Automatic
Honda City 1.5 V MT Sunroof,2016,825000,21446,Petrol,Manual
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,750000,52289,Diesel,Manual
Mahindra Scorpio S4 Plus,2017,950000,52236,Diesel,Manual
Mahindra Scorpio S4 Plus 4WD,2017,950000,54470,Diesel,Manual
Hyundai i20 1.4 CRDi Magna,2017,675000,25471,Diesel,Manual
Tata Tiago XT,2019,490000,33928,Petrol,Manual
Mahindra TUV 300 T4 Plus,2018,775000,59736,Diesel,Manual
Honda City 1.5 V MT,2009,350000,54290,Petrol,Manual
Honda Brio S MT,2016,475000,2118,Petrol,Manual
Mahindra Scorpio S4 7 Seater,2017,950000,61379,Diesel,Manual
Honda City i-VTEC S,2010,350000,58544,Petrol,Manual
Maruti Wagon R VXI,2016,400000,74381,Petrol,Manual
Maruti 800 DX 5 Speed,2001,75000,35000,Petrol,Manual
Ford Ecosport 1.5 DV5 MT Titanium,2017,850000,63982,Diesel,Manual
Maruti Wagon R VXI,2008,175000,65000,Petrol,Manual
Mahindra Bolero 2011-2019 SLE,2014,570000,74000,Diesel,Manual
Renault Duster 110PS Diesel RxZ,2013,525000,56429,Diesel,Manual
Hyundai i10 Magna 1.2 iTech SE,2012,270000,56000,Petrol,Manual
Hyundai Santro Magna,2019,434999,19500,Petrol,Manual
Hyundai i20 Asta Option 1.2,2015,495000,30000,Petrol,Manual
Hyundai i20 Asta Option 1.4 CRDi,2016,575000,53000,Diesel,Manual
Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Manual
Hyundai Verna 1.6 VTVT S Option,2015,700000,25000,Petrol,Manual
Honda City i DTec V,2014,560000,72000,Diesel,Manual
Maruti Swift VDI BSIV W ABS,2016,565000,72000,Diesel,Manual
Mahindra Bolero DI AC BSIII,2005,250000,80000,Diesel,Manual
Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,29000,Petrol,Manual
Nissan Terrano XL D Option,2016,495000,56832,Diesel,Manual
Hyundai Elite i20 Petrol Asta,2014,470000,30528,Petrol,Manual
Honda Amaze S Diesel,2013,350000,65285,Diesel,Manual
Toyota Innova Crysta 2.4 G MT 8 STR,2020,1560000,20102,Diesel,Manual
Honda Jazz 1.2 S i VTEC,2015,480000,43000,Petrol,Manual
Toyota Etios Liva 1.4 GD,2013,270000,52380,Diesel,Manual
Mahindra Bolero B2,2018,660000,74250,Diesel,Manual
Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,57247,Petrol,Automatic
Maruti Vitara Brezza ZDi Plus,2017,800000,52000,Diesel,Manual
Nissan Sunny XV,2011,350000,47000,Petrol,Manual
Ford Fiesta EXi 1.4 TDCi Ltd,2011,170000,80000,Diesel,Manual
Tata Indica Vista Aqua 1.3 Quadrajet,2011,125000,85000,Diesel,Manual
Maruti Swift Dzire VDi,2012,400000,100000,Diesel,Manual
Nissan Sunny XV,2011,250000,110000,Petrol,Manual
Fiat Linea Emotion (Diesel),2010,190000,178000,Diesel,Manual
Maruti Alto LX,2010,125000,120000,Petrol,Manual
Jeep Compass 2.0 Limited 4X4,2017,1950000,70000,Diesel,Manual
Audi Q5 2.0 TDI,2011,1300000,120000,Diesel,Automatic
Toyota Innova 2.5 G4 Diesel 8-seater,2010,786000,155000,Diesel,Manual
Maruti Wagon R VXI BS IV,2015,335000,30000,Petrol,Manual
Maruti Wagon R LXI Minor,2009,114999,60000,Petrol,Manual
Volkswagen Polo Diesel Comfortline 1.2L,2012,229999,70000,Diesel,Manual
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,40000,Diesel,Manual
Hyundai Verna 1.6 SX,2012,395000,120000,Diesel,Manual
Maruti Swift Dzire VDI,2015,500000,120000,Diesel,Manual
Hyundai EON Era Plus,2014,220000,50000,Petrol,Manual
Ford Figo Diesel Celebration Edition,2013,240000,100000,Diesel,Manual
Hyundai i20 1.4 CRDi Asta,2010,215000,120000,Diesel,Manual
Maruti Swift VDI,2012,400000,90000,Diesel,Manual
Maruti Zen Estilo VXI BSIV,2012,191000,90000,Petrol,Manual
Mahindra Xylo D4 BSIII,2013,351000,100000,Diesel,Manual
Tata Nano XTA,2015,250000,20000,Petrol,Automatic
Hyundai Verna CRDi SX ABS,2009,210000,90000,Diesel,Manual
Toyota Etios VX,2011,300000,120000,Petrol,Manual
Ford Figo Aspire 1.5 TDCi Trend,2017,700000,35000,Diesel,Manual
Hyundai Sonata CRDi M/T,2010,500000,120000,Diesel,Manual
Maruti 800 AC BSIII,2002,120000,120000,Petrol,Manual
Hyundai Elite i20 Asta Option Diesel,2019,850000,10000,Diesel,Manual
Mahindra Jeep CL 500 MDI,1994,120000,100000,Diesel,Manual
Honda WR-V i-DTEC VX,2017,770000,65000,Diesel,Manual
Honda Civic 1.8 S MT,2007,245000,90000,Petrol,Manual
Maruti Alto K10 2010-2014 VXI,2012,250000,90000,Petrol,Manual
Hyundai i20 Active SX Diesel,2016,651000,42323,Diesel,Manual
Honda City V MT,2013,480000,42462,Petrol,Manual
Maruti Swift VDI BSIV,2015,470000,54723,Diesel,Manual
Honda Jazz 1.5 V i DTEC,2016,500000,30000,Diesel,Manual
BMW X1 sDrive20d M Sport,2011,1075000,42545,Diesel,Automatic
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,32000,Diesel,Manual
Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Manual
Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Manual
Maruti Ignis 1.2 Delta BSIV,2018,480000,20375,Petrol,Manual
Maruti Swift ZDI Plus,2013,450000,43978,Diesel,Manual
Maruti Vitara Brezza VDi Option,2018,770000,50000,Diesel,Manual
Mahindra Bolero B4,2015,445000,40200,Diesel,Manual
Hyundai i20 1.2 Asta Option,2018,700000,30000,Petrol,Manual
Maruti Ertiga ZDI,2014,560000,90000,Diesel,Manual
Ford Ecosport Sports Diesel,2013,475000,48000,Diesel,Manual
Honda Amaze E Diesel BSIV,2014,465000,27233,Diesel,Manual
Maruti Swift Dzire Tour LDI,2017,520000,28832,Diesel,Manual
Tata Manza Aura Safire,2011,225000,35000,Petrol,Manual
Maruti Ertiga ZXI,2015,700000,35000,Petrol,Manual
Maruti Vitara Brezza VDi,2017,780000,40000,Diesel,Manual
Honda City 2017-2020 GXi,2006,93150,80000,Petrol,Manual
Mahindra Quanto C4,2016,403000,30000,Diesel,Manual
Hyundai i10 Era,2009,229999,50000,Petrol,Manual
Maruti Swift Dzire VDI,2016,525000,40000,Diesel,Manual
Maruti Ertiga VXI,2014,560000,25000,Petrol,Manual
Mahindra XUV500 W7,2020,830000,120000,Diesel,Manual
Maruti Ritz VDi,2011,250000,60000,Diesel,Manual
Mahindra Bolero 2011-2019 DI - AC BS III,2014,450000,110000,Diesel,Manual
Mahindra Scorpio 1.99 S4,2016,745000,67000,Diesel,Manual
Ford Figo Diesel Titanium,2010,144000,50000,Diesel,Manual
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,40000,Petrol,Manual
Tata New Safari DICOR 2.2 EX 4x2,2008,300000,120000,Diesel,Manual
Maruti 800 DX,1999,52000,100000,Petrol,Manual
Mahindra Scorpio 2.6 CRDe,2003,300000,98000,Diesel,Manual
Mahindra Bolero DI DX 7 Seater,2009,270000,150000,Diesel,Manual
Chevrolet Sail LT ABS,2014,260000,38000,Diesel,Manual
Toyota Etios GD,2015,475000,120000,Diesel,Manual
Ford Figo Diesel Titanium,2011,302000,103000,Diesel,Manual
Maruti 800 AC,1994,45000,60000,Petrol,Manual
Maruti Vitara Brezza VDi Option,2017,775000,80000,Diesel,Manual
Maruti Ertiga VDI,2015,700000,50000,Diesel,Manual
Maruti Swift VDI BSIV,2014,530000,90000,Diesel,Manual
Tata Nexon 1.5 Revotorq XZ Plus,2017,869999,70000,Diesel,Manual
Hyundai Elantra CRDi,2006,155000,110000,Diesel,Manual
Tata Tiago 1.2 Revotron XZA,2019,550000,30000,Petrol,Automatic
Maruti Swift Dzire VDI,2016,600000,80000,Diesel,Manual
Maruti Swift Dzire VDi,2012,430000,110000,Diesel,Manual
Tata Manza Aura (ABS) Quadrajet,2010,246000,120000,Diesel,Manual
Maruti Zen VXi - BS III,2003,120000,120000,Petrol,Manual
Hyundai i20 Asta 1.2,2014,565000,70000,Petrol,Manual
Hyundai Elite i20 Asta Option Diesel,2018,850000,60000,Diesel,Manual
Maruti Alto LXi BSIII,2006,160000,90000,Petrol,Manual
Fiat Linea Classic Plus 1.3 Multijet,2014,325000,142500,Diesel,Manual
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,450000,90000,Diesel,Manual
Hyundai i10 Sportz 1.1L,2015,310000,50000,Petrol,Manual
Honda Amaze S i-Dtech,2013,250000,90000,Diesel,Manual
Maruti Swift Dzire LDI,2015,420000,115000,Diesel,Manual
Hyundai i20 Sportz AT 1.4,2013,330000,150000,Petrol,Automatic
Maruti Swift VXI Optional,2015,405000,68000,Petrol,Manual
Mahindra Bolero 2011-2019 ZLX,2013,400000,90000,Diesel,Manual
Honda City V AT,2010,409999,110000,Petrol,Automatic
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,70000,Diesel,Manual
Mahindra XUV500 W8 4WD,2011,590000,80000,Diesel,Manual
Hyundai Santro Xing XS eRLX Euro III,2006,80000,118000,Petrol,Manual
Hyundai i10 Era,2007,135000,100000,Petrol,Manual
Maruti Wagon R LXI,2004,70000,70000,Petrol,Manual
Maruti 800 Std BSII,2004,45000,77000,Petrol,Manual
Maruti Swift Dzire VDI,2018,650000,35500,Diesel,Manual
Maruti Wagon R VXI Optional,2018,400000,17500,Petrol,Manual
Maruti Alto K10 VXI,2017,350000,27000,Petrol,Manual
Hyundai Grand i10 1.2 CRDi Asta,2017,550000,60000,Diesel,Manual
Maruti Wagon R LXI Optional,2016,350000,25000,Petrol,Manual
Maruti Swift Dzire LDI Optional,2015,459999,80000,Diesel,Manual
Maruti Alto LXi,2012,185000,60000,Petrol,Manual
Volkswagen Polo Diesel Highline 1.2L,2013,550000,38000,Diesel,Manual
Maruti Wagon R Duo Lxi,2012,300000,100000,LPG,Manual
Maruti Omni E 8 Str STD,2012,175000,60000,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,900000,110000,Diesel,Manual
Honda BR-V i-DTEC S MT,2016,900000,92000,Diesel,Manual
Mahindra Bolero 2011-2019 Plus AC,2012,550000,180000,Diesel,Manual
Maruti Baleno Zeta 1.2,2018,625000,10000,Petrol,Manual
Maruti Alto 800 VXI,2017,310000,35000,Petrol,Manual
Maruti Swift DDiS LDI,2017,500000,35000,Diesel,Manual
Hyundai Grand i10 CRDi Sportz,2016,610000,23000,Diesel,Manual
Tata Indigo CS LX (TDI) BS III,2012,150000,150000,Diesel,Manual
Hyundai Xcent 1.1 CRDi SX Option,2015,480000,70000,Diesel,Manual
Hyundai i20 1.2 Asta Option,2017,650000,40000,Petrol,Manual
Hyundai i20 1.4 CRDi Magna,2012,290000,100000,Diesel,Manual
Maruti Alto 800 LXI,2017,300000,50000,Petrol,Manual
Maruti Swift Dzire VDi,2010,270000,120000,Diesel,Manual
Hyundai Xcent 1.1 CRDi S,2015,400000,60000,Diesel,Manual
Maruti Alto 800 LX,2015,280000,28000,Petrol,Manual
Maruti Swift Dzire VXi,2009,250000,60000,Petrol,Manual
Maruti Swift Dzire VDi,2012,495000,80000,Diesel,Manual
Ford Endeavour 3.2 Titanium AT 4X4,2018,3250000,12000,Diesel,Automatic
Honda Amaze V Petrol BSIV,2019,700000,4500,Petrol,Manual
Tata Indigo eCS VX BSIV,2013,310000,70000,Diesel,Manual
Renault Duster 85PS Diesel RxE,2017,650000,120000,Diesel,Manual
Honda Jazz 1.2 V AT i VTEC,2015,600000,80000,Petrol,Automatic
Tata New Safari DICOR 2.2 EX 4x2,2009,150000,150000,Diesel,Manual
Mahindra Renault Logan 1.4 GLX Petrol,2009,135000,120000,Petrol,Manual
Maruti Swift Dzire VDI,2014,650000,50000,Diesel,Manual
Honda City V MT,2012,550000,83000,Petrol,Manual
Maruti Swift Dzire VDI,2017,650000,20000,Diesel,Manual
Toyota Fortuner 2.8 2WD AT BSIV,2018,2900000,49000,Diesel,Automatic
Honda Brio 1.2 VX MT,2017,450000,6750,Petrol,Manual
Maruti Ciaz VXi Plus,2015,650000,26000,Petrol,Manual
Hyundai Grand i10 1.2 Kappa Era,2017,430000,52000,Petrol,Manual
Hyundai Creta 1.6 CRDi AT S Plus,2017,1143000,51000,Diesel,Automatic
Maruti Swift AMT ZXI Plus BSIV,2019,700000,20000,Petrol,Automatic
Maruti Ritz VXi,2011,229999,18500,Petrol,Manual
Mahindra TUV 300 T4,2017,509999,142000,Diesel,Manual
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2016,670000,50478,Petrol,Manual
Tata Tiago 1.2 Revotron XZA,2019,525000,9200,Petrol,Automatic
Renault Duster 85PS Diesel RxE,2016,515000,40000,Diesel,Manual
Maruti Baleno Delta,2020,630000,5000,Petrol,Manual
Datsun RediGO A,2019,270000,2300,Petrol,Manual
Maruti Alto 800 LXI,2016,300000,40000,Petrol,Manual
Mahindra Xylo D2 BSIV,2012,250000,119000,Diesel,Manual
Maruti Alto LX,2005,90000,100000,Petrol,Manual
Maruti Ertiga SHVS ZDI Plus,2017,750000,100000,Diesel,Manual
Maruti Wagon R LXI Minor,2009,135000,50000,Petrol,Manual
Maruti Eeco Smiles 5 Seater AC,2013,275000,80000,Petrol,Manual
Tata Nexon 1.2 Revotron XM,2018,740000,15000,Petrol,Manual
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Manual
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Automatic
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Automatic
Toyota Yaris V BSIV,2018,1000000,4295,Petrol,Manual
Toyota Yaris V BSIV,2018,1000000,5229,Petrol,Manual
Hyundai Grand i10 Nios Sportz,2019,550000,4701,Petrol,Manual
Maruti Baleno Alpha,2016,600000,6757,Petrol,Manual
Skoda Rapid 1.6 MPI AT Style Plus,2016,675000,28182,Petrol,Automatic
Nissan Kicks XV BSIV,2019,950000,11533,Petrol,Manual
Honda City i VTEC V,2017,850000,11688,Petrol,Manual
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic
Toyota Corolla Altis 1.8 VL AT,2012,550000,57728,Petrol,Automatic
Maruti Ciaz 1.3 Alpha,2018,925000,23712,Diesel,Manual
Ford Ecosport 1.5 Ti VCT AT Titanium,2015,625000,70670,Petrol,Automatic
Maruti Alto 800 LXI,2014,200000,43381,Petrol,Manual
Honda City i VTEC CVT VX,2014,635000,79011,Petrol,Automatic
Honda Jazz VX,2016,550000,56494,Petrol,Manual
Maruti SX4 VDI,2014,425000,50000,Diesel,Manual
Maruti Wagon R VXI BS IV,2011,220000,40000,Petrol,Manual
Hyundai Grand i10 1.2 Kappa Asta,2018,590000,10000,Petrol,Manual
Mahindra Thar CRDe,2017,775000,35000,Diesel,Manual
Maruti Ritz VXi,2015,350000,58500,Petrol,Manual
Maruti Baleno Delta 1.2,2018,575000,20000,Petrol,Manual
Nissan Micra XL,2011,200000,43500,Petrol,Manual
Tata Hexa XT,2018,1575000,30000,Diesel,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,63000,Diesel,Manual
Mahindra Bolero 2011-2019 ZLX BSIII,2016,720000,35000,Diesel,Manual
Tata Indigo eCS LS TDI BSIII,2012,158000,110000,Diesel,Manual
Tata Hexa XT,2018,1575000,25000,Diesel,Manual
Hyundai Xcent 1.2 VTVT S AT,2017,580000,30000,Petrol,Automatic
Mahindra Bolero 2011-2019 SLX,2012,420000,50000,Diesel,Manual
Mahindra Marazzo M6 8Str,2018,1200000,35000,Diesel,Manual
Renault KWID 1.0 RXT Optional,2018,350000,30000,Petrol,Manual
Honda City i VTEC VX,2014,650000,56000,Petrol,Manual
Maruti Wagon R VXI BS IV,2017,400000,12700,Petrol,Manual
Tata Nexon 1.5 Revotorq XM,2018,700000,35000,Diesel,Manual
Hyundai Xcent 1.2 Kappa SX,2017,520000,30000,Petrol,Manual
Mahindra Scorpio LX BSIV,2012,450000,120000,Diesel,Manual
Tata Safari Storme EX,2017,850000,100000,Diesel,Manual
Renault KWID RXT,2017,350000,34000,Petrol,Manual
Mahindra Xylo D2,2011,450000,56000,Diesel,Manual
Hyundai i10 Era,2008,165000,90000,Petrol,Manual
Hyundai Santro Xing GLS,2010,160000,65000,Petrol,Manual
Tata New Safari DICOR 2.2 EX 4x4,2011,300000,80000,Diesel,Manual
Mahindra Scorpio VLX 2WD BSIV,2012,550000,90000,Diesel,Manual
Maruti Alto K10 VXI,2015,285000,40000,Petrol,Manual
Hyundai Creta 1.6 CRDi SX,2016,850000,58000,Diesel,Manual
Ford Freestyle Titanium Petrol BSIV,2018,700000,19100,Petrol,Manual
Maruti Ertiga ZXI Plus Petrol,2018,900000,25000,Petrol,Manual
Maruti Alto LXi BSIII,2005,180000,49455,Petrol,Manual
Hyundai EON D Lite Plus Option,2016,220000,100000,Petrol,Manual
Tata Indica Vista Quadrajet LS,2013,120000,120000,Diesel,Manual
Hyundai i20 Asta Optional With Sunroof 1.2,2010,220000,90000,Petrol,Manual
Chevrolet Sail Hatchback LS ABS,2013,420000,46815,Diesel,Manual
Tata Indica Vista TDI LS,2013,160000,110000,Diesel,Manual
Hyundai EON Era Plus,2015,250000,80000,Petrol,Manual
Maruti Ertiga ZDI,2013,385000,100000,Diesel,Manual
Maruti Wagon R VXI BS IV with ABS,2014,318000,80000,Petrol,Manual
Hyundai Xcent 1.2 VTVT S,2018,480000,40000,Petrol,Manual
Maruti Celerio VXI,2015,330000,70000,Petrol,Manual
Tata Indica Vista Aqua 1.4 TDI,2011,152000,80000,Diesel,Manual
Maruti Alto 800 LXI,2014,250000,40000,Petrol,Manual
Tata Indica Vista Aqua 1.4 TDI,2011,248000,80000,Diesel,Manual
Nissan Micra XV,2011,300000,60000,Petrol,Manual
Hyundai i20 1.2 Spotz,2017,550000,50000,Petrol,Manual
Hyundai i20 Sportz 1.4 CRDi,2016,650000,30000,Diesel,Manual
Hyundai Grand i10 Magna,2017,445000,25000,Petrol,Manual
Toyota Innova 2.5 V Diesel 7-seater,2010,450000,334000,Diesel,Manual
Mahindra NuvoSport N8,2016,600000,100000,Diesel,Manual
Renault Duster Adventure Edition,2014,495000,175000,Diesel,Manual
Maruti SX4 ZXI AT,2011,220000,65000,Petrol,Automatic
Maruti SX4 ZXI AT,2011,260000,65000,Petrol,Automatic
Hyundai Santro Xing GLS,2009,150000,90000,Petrol,Manual
Ford Figo Diesel Titanium,2011,200000,80000,Diesel,Manual
Mahindra Scorpio S11 BSIV,2018,1465000,110000,Diesel,Manual
Toyota Etios Liva GD,2012,285000,80000,Diesel,Manual
Honda Civic Hybrid,2008,250000,60000,Petrol,Automatic
Mahindra Xylo D4,2014,310000,160000,Diesel,Manual
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2010,600000,100875,Diesel,Automatic
Maruti Baleno Delta 1.2,2018,560000,20000,Petrol,Manual
Maruti Swift Dzire VXI,2016,500000,30000,Petrol,Manual
Hyundai Grand i10 CRDi Asta Option,2013,270000,118000,Diesel,Manual
Hyundai Verna 1.6 SX,2013,420000,69000,Diesel,Manual
Maruti Swift Dzire LXI,2015,434999,25000,Petrol,Manual
Hyundai Xcent 1.2 Kappa AT S Option,2015,400000,100000,Petrol,Automatic
Maruti Swift Dzire VDI,2015,470000,110000,Diesel,Manual
Nissan Terrano XL 85 PS,2015,480000,60000,Diesel,Manual
Hyundai Santro Xing GL,2008,105000,128000,Petrol,Manual
Tata Tiago 1.05 Revotorq XE,2017,325000,120000,Diesel,Manual
Toyota Etios Liva GD,2012,280000,80000,Diesel,Manual
Hyundai Grand i10 Nios AMT Sportz,2020,675000,5000,Petrol,Automatic
Hyundai i10 Sportz Option,2009,170000,90000,Petrol,Manual
Hyundai Creta 1.6 CRDi SX Option,2017,1250000,90000,Diesel,Manual
Honda Accord 2.4 M/T,2012,600000,144030,Petrol,Manual
Honda City i DTEC VX,2014,819999,200000,Diesel,Manual
Hyundai i20 2015-2017 Asta Option 1.2,2016,650000,29000,Petrol,Manual
Maruti Wagon R LXI DUO BSIII,2007,105000,90000,LPG,Manual
Mahindra Renault Logan 1.5 Diesel DLSX,2009,200000,176000,Diesel,Manual
Tata Indigo CS LX (TDI) BS III,2013,200000,150000,Diesel,Manual
Maruti Omni E MPI STD BS IV,2016,220000,90000,Petrol,Manual
Volkswagen Vento 1.6 Highline,2014,500000,70000,Petrol,Manual
Mahindra Renault Logan 1.5 DLX Diesel,2007,175000,99000,Diesel,Manual
Tata Tiago 1.2 Revotron XZ,2018,450000,5000,Petrol,Manual
Chevrolet Optra Magnum 2.0 LT,2008,210000,90000,Diesel,Manual
Maruti Ritz VDi,2011,270000,89000,Diesel,Manual
Tata Indica V2 DLS TC,2006,110000,88000,Diesel,Manual
Maruti Swift Dzire VDI,2015,480000,30000,Diesel,Manual
Maruti Swift Dzire AMT ZDI,2016,650000,50000,Diesel,Automatic
Maruti Swift Dzire VDI,2013,480000,80000,Diesel,Manual
Hyundai i20 Asta Option 1.4 CRDi,2016,700000,40000,Diesel,Manual
Maruti Ertiga VDI,2015,650000,110000,Diesel,Manual
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015,1300000,48000,Diesel,Manual
Volkswagen Jetta 2.0L TDI Highline AT,2016,1350000,97000,Diesel,Automatic
Volkswagen Vento 1.5 TDI Highline AT,2016,1000000,60000,Diesel,Automatic
Mercedes-Benz M-Class ML 350 4Matic,2011,1700000,110000,Diesel,Automatic
Toyota Yaris V CVT BSIV,2018,1080000,12800,Petrol,Automatic
Hyundai EON D Lite,2012,170000,40000,Petrol,Manual
Maruti Swift DDiS VDI,2017,610000,49000,Diesel,Manual
Maruti Ritz VXi,2014,350000,25000,Petrol,Manual
Maruti Alto 800 LXI,2016,260000,65000,Petrol,Manual
Fiat Linea 1.3 Multijet Emotion,2015,700000,20000,Diesel,Manual
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,678000,17000,Petrol,Manual
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,800000,15000,Diesel,Manual
Toyota Etios GD,2014,400000,120000,Diesel,Manual
Hyundai i20 Magna,2010,300000,49000,Petrol,Manual
Hyundai i20 2015-2017 Magna 1.2,2016,520000,29000,Petrol,Manual
Nissan Terrano XV D Premium AMT,2017,850000,55000,Diesel,Automatic
Mahindra Marazzo M8,2019,1460000,5000,Diesel,Manual
Tata Nexon 1.5 Revotorq XZ Plus,2017,830000,35000,Diesel,Manual
Datsun GO T Option BSIV,2018,430000,5000,Petrol,Manual
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,850000,60000,Diesel,Manual
Maruti Swift Dzire ZXI,2017,650000,70000,Petrol,Manual
Hyundai Verna CRDi,2008,120000,120000,Diesel,Manual
Mahindra TUV 300 T8,2016,730000,65100,Diesel,Manual
Maruti Ignis 1.2 AMT Delta BSIV,2019,525000,20000,Petrol,Automatic
Hyundai i20 Active 1.4 SX,2015,600000,108000,Diesel,Manual
Maruti Swift LXI,2019,500000,15000,Petrol,Manual
Hyundai Santro Xing GLS,2009,150000,77000,Petrol,Manual
Maruti Wagon R VXI BS IV,2015,409999,18500,Petrol,Manual
Mahindra TUV 300 T8,2016,625000,120000,Diesel,Manual
Renault KWID RXT,2015,290000,15200,Petrol,Manual
Honda Mobilio V i VTEC,2015,500000,35000,Petrol,Manual
Hyundai Verna 1.6 SX,2011,475000,80000,Diesel,Manual
Hyundai EON Era Plus,2013,190000,70000,Petrol,Manual
Mahindra XUV500 W6 2WD,2014,750000,80000,Diesel,Manual
Nissan Terrano XV 110 PS,2014,525000,120000,Diesel,Manual
Chevrolet Cruze LTZ,2012,495000,82000,Diesel,Manual
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Automatic
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual
